sigma_max,delta_u,delta_max,alpha,delta,damage,traction
10000000.0,0.0007,7e-06,2.0,1.4285714285714285e-05,0.9898045332888458,101954.66711154232
10000000.0,0.0007,7e-06,2.0,2.857142857142857e-05,0.9852125483470829,147874.51652917062
10000000.0,0.0007,7e-06,2.0,4.2857142857142856e-05,0.9839428002848899,160571.99715110104
10000000.0,0.0007,7e-06,2.0,5.714285714285714e-05,0.9834957076641845,165042.92335815518
10000000.0,0.0007,7e-06,2.0,7.142857142857143e-05,0.9833716095859709,166283.9041402908
10000000.0,0.0007,7e-06,2.0,8.571428571428571e-05,0.9834041566450875,165958.43354912486
10000000.0,0.0007,7e-06,2.0,9.999999999999999e-05,0.983522224221338,164777.75778662052
10000000.0,0.0007,7e-06,2.0,0.00011428571428571428,0.9836903910521537,163096.08947846276
10000000.0,0.0007,7e-06,2.0,0.00012857142857142858,0.9838890989699571,161109.01030042866
10000000.0,0.0007,7e-06,2.0,0.00014285714285714287,0.9841067169811889,158932.830188111
10000000.0,0.0007,7e-06,2.0,0.00015714285714285713,0.9843359341900889,156640.65809911088
10000000.0,0.0007,7e-06,2.0,0.00017142857142857143,0.9845719564018461,154280.4359815386
10000000.0,0.0007,7e-06,2.0,0.00018571428571428572,0.9848115351878829,151884.64812117108
10000000.0,0.0007,7e-06,2.0,0.00019999999999999998,0.9850524131775135,149475.86822486535
10000000.0,0.0007,7e-06,2.0,0.00021428571428571427,0.9852929913327987,147070.08667201316
10000000.0,0.0007,7e-06,2.0,0.00022857142857142857,0.9855321210851685,144678.78914831477
10000000.0,0.0007,7e-06,2.0,0.00024285714285714286,0.9857689699167255,142310.30083274533
10000000.0,0.0007,7e-06,2.0,0.00025714285714285715,0.9860029318213173,139970.68178682736
10000000.0,0.0007,7e-06,2.0,0.00027142857142857144,0.9862335661079094,137664.33892090645
10000000.0,0.0007,7e-06,2.0,0.00028571428571428574,0.9864605546238898,135394.45376110182
10000000.0,0.0007,7e-06,2.0,0.0003,0.9866836712559841,133163.28744015892
10000000.0,0.0007,7e-06,2.0,0.00031428571428571427,0.9869027598001193,130972.40199880677
10000000.0,0.0007,7e-06,2.0,0.00032857142857142856,0.9871177176511967,128822.82348803287
10000000.0,0.0007,7e-06,2.0,0.00034285714285714285,0.9873284836134854,126715.16386514647
10000000.0,0.0007,7e-06,2.0,0.00035714285714285714,0.987535028676194,124649.71323805973
10000000.0,0.0007,7e-06,2.0,0.00037142857142857143,0.9877373489543634,122626.51045636619
10000000.0,0.0007,7e-06,2.0,0.0003857142857142857,0.9879354602322741,120645.39767725924
10000000.0,0.0007,7e-06,2.0,0.00039999999999999996,0.9881293937074264,118706.06292573638
10000000.0,0.0007,7e-06,2.0,0.00041428571428571426,0.9883191926440758,116808.0735592425
10000000.0,0.0007,7e-06,2.0,0.00042857142857142855,0.9885049097229638,114950.90277036213
10000000.0,0.0007,7e-06,2.0,0.00044285714285714284,0.9886866049289857,113133.95071014254
10000000.0,0.0007,7e-06,2.0,0.00045714285714285713,0.9888643438581459,111356.56141854078
10000000.0,0.0007,7e-06,2.0,0.0004714285714285714,0.9890381963539494,109618.03646050594
10000000.0,0.0007,7e-06,2.0,0.0004857142857142857,0.9892082354045587,107917.64595441289
10000000.0,0.0007,7e-06,2.0,0.0005,0.9893745362477728,106254.63752227172
10000000.0,0.0007,7e-06,2.0,0.0005142857142857143,0.9895371756426811,104628.24357318933
10000000.0,0.0007,7e-06,2.0,0.0005285714285714286,0.9896962312757717,103037.68724228335
10000000.0,0.0007,7e-06,2.0,0.0005428571428571429,0.9898517812760843,101482.18723915692
10000000.0,0.0007,7e-06,2.0,0.0005571428571428572,0.9900039038192322,99960.96180767799
10000000.0,0.0007,7e-06,2.0,0.0005714285714285715,0.9901526768041814,98473.23195818602
10000000.0,0.0007,7e-06,2.0,0.0005857142857142857,0.9902981775898374,97018.22410162596
10000000.0,0.0007,7e-06,2.0,0.0006,0.9904404827809784,95595.17219021596
10000000.0,0.0007,7e-06,2.0,0.0006142857142857142,0.9905796680550402,94203.31944959836
10000000.0,0.0007,7e-06,2.0,0.0006285714285714285,0.9907158080228192,92841.91977180778
10000000.0,0.0007,7e-06,2.0,0.0006428571428571428,0.9908489761174124,91510.23882587595
10000000.0,0.0007,7e-06,2.0,0.0006571428571428571,0.990979244506713,90207.55493286958
10000000.0,0.0007,7e-06,2.0,0.0006714285714285714,0.9911066840255981,88933.15974401905
10000000.0,0.0007,7e-06,2.0,0.0006857142857142857,0.9912313641245961,87686.35875403885
10000000.0,0.0007,7e-06,2.0,0.0007,0.9913533528323661,86466.47167633858
10000000.0,0.0007,7e-06,4.5,0.0,0.0,0.0
10000000.0,0.0007,7e-06,4.5,1.4285714285714285e-05,0.9773579994422849,226420.00557715146
10000000.0,0.0007,7e-06,4.5,2.857142857142857e-05,0.9679769617458346,320230.38254165417
10000000.0,0.0007,7e-06,4.5,4.2857142857142856e-05,0.9660726360765992,339273.63923400786
10000000.0,0.0007,7e-06,4.5,5.714285714285714e-05,0.9659562484099687,340437.5159003126
10000000.0,0.0007,7e-06,4.5,7.142857142857143e-05,0.9664958016981291,335041.983018709
10000000.0,0.0007,7e-06,4.5,8.571428571428571e-05,0.9673183366477845,326816.63352215453
10000000.0,0.0007,7e-06,4.5,9.999999999999999e-05,0.9682674298239569,317325.7017604314
10000000.0,0.0007,7e-06,4.5,0.00011428571428571428,0.9692675939173923,307324.0608260774
10000000.0,0.0007,7e-06,4.5,0.00012857142857142858,0.9702790986878981,297209.01312101923
10000000.0,0.0007,7e-06,4.5,0.00014285714285714287,0.9712799164476986,287200.8355230138
10000000.0,0.0007,7e-06,4.5,0.00015714285714285713,0.9722575296362043,277424.70363795734
10000000.0,0.0007,7e-06,4.5,0.00017142857142857143,0.9732048464485394,267951.5355146056
10000000.0,0.0007,7e-06,4.5,0.00018571428571428572,0.974118011520549,258819.88479451003
10000000.0,0.0007,7e-06,4.5,0.00019999999999999998,0.9749951633225359,250048.36677464115
10000000.0,0.0007,7e-06,4.5,0.00021428571428571427,0.9758356957672087,241643.04232791255
10000000.0,0.0007,7e-06,4.5,0.00022857142857142857,0.9766398028424794,233601.9715752058
10000000.0,0.0007,7e-06,4.5,0.00024285714285714286,0.9774081892185238,225918.10781476207
10000000.0,0.0007,7e-06,4.5,0.00025714285714285715,0.9781418818437541,218581.18156245942
10000000.0,0.0007,7e-06,4.5,0.00027142857142857144,0.978842104943516,211578.95056484023
10000000.0,0.0007,7e-06,4.5,0.00028571428571428574,0.97951019590176,204898.04098239972
10000000.0,0.0007,7e-06,4.5,0.0003,0.9801475481126293,198524.51887370725
10000000.0,0.0007,7e-06,4.5,0.00031428571428571427,0.9807555719723343,192444.28027665682
10000000.0,0.0007,7e-06,4.5,0.00032857142857142856,0.9813356682739033,186643.31726096716
10000000.0,0.0007,7e-06,4.5,0.00034285714285714285,0.9818892101982422,181107.89801757844
10000000.0,0.0007,7e-06,4.5,0.00035714285714285714,0.982417531329118,175824.6867088198
10000000.0,0.0007,7e-06,4.5,0.00037142857142857143,0.9829219179252775,170780.820747225
10000000.0,0.0007,7e-06,4.5,0.0003857142857142857,0.9834036042187679,165963.95781232064
10000000.0,0.0007,7e-06,4.5,0.00039999999999999996,0.9838637698710955,161362.30128904528
10000000.0,0.0007,7e-06,4.5,0.00041428571428571426,0.9843035389679661,156964.61032033927
10000000.0,0.0007,7e-06,4.5,0.00042857142857142855,0.984723980106918,152760.19893082028
10000000.0,0.0007,7e-06,4.5,0.00044285714285714284,0.9851261072546023,148738.92745397743
10000000.0,0.0007,7e-06,4.5,0.00045714285714285713,0.9855108811378418,144891.188621582
10000000.0,0.0007,7e-06,4.5,0.0004714285714285714,0.9858792109955784,141207.89004421598
10000000.0,0.0007,7e-06,4.5,0.0004857142857142857,0.9862319565646293,137680.43435370747
10000000.0,0.0007,7e-06,4.5,0.0005,0.9865699302057613,134300.69794238664
10000000.0,0.0007,7e-06,4.5,0.0005142857142857143,0.986893899101394,131061.00898605977
10000000.0,0.0007,7e-06,4.5,0.0005285714285714286,0.9872045874746611,127954.12525338889
10000000.0,0.0007,7e-06,4.5,0.0005428571428571429,0.9875026787933124,124973.21206687561
10000000.0,0.0007,7e-06,4.5,0.0005571428571428572,0.9877888179322409,122111.82067759063
10000000.0,0.0007,7e-06,4.5,0.0005714285714285715,0.9880636132761621,119363.867238379
10000000.0,0.0007,7e-06,4.5,0.0005857142857142857,0.9883276387498,116723.61250199992
10000000.0,0.0007,7e-06,4.5,0.0006,0.9885814357673195,114185.64232680506
10000000.0,0.0007,7e-06,4.5,0.0006142857142857142,0.9888255150960433,111744.84903956672
10000000.0,0.0007,7e-06,4.5,0.0006285714285714285,0.9890603586319597,109396.41368040265
10000000.0,0.0007,7e-06,4.5,0.0006428571428571428,0.9892864210863688,107135.78913631228
10000000.0,0.0007,7e-06,4.5,0.0006571428571428571,0.9895041315843752,104958.68415624776
10000000.0,0.0007,7e-06,4.5,0.0006714285714285714,0.9897138951769235,102861.04823076459
10000000.0,0.0007,7e-06,4.5,0.0006857142857142857,0.989916094268783,100839.0573121698
10000000.0,0.0007,7e-06,4.5,0.0007,0.9901110899653824,98889.10034617559
10000000.0,0.0007,7e-06,7.0,0.0,0.0,0.0
10000000.0,0.0007,7e-06,7.0,1.4285714285714285e-05,0.9652343391703684,347656.6082963162
10000000.0,0.0007,7e-06,7.0,2.857142857142857e-05,0.9520317715526971,479682.2844730286
10000000.0,0.0007,7e-06,7.0,4.2857142857142856e-05,0.9503707985413803,496292.0145861971
10000000.0,0.0007,7e-06,7.0,5.714285714285714e-05,0.9513191013126275,486808.9868737247
10000000.0,0.0007,7e-06,7.0,7.142857142857143e-05,0.9531198986704271,468801.0132957288
10000000.0,0.0007,7e-06,7.0,8.571428571428571e-05,0.9552090085990458,447909.91400954215
10000000.0,0.0007,7e-06,7.0,9.999999999999999e-05,0.9573605255879415,426394.7441205851
10000000.0,0.0007,7e-06,7.0,0.00011428571428571428,0.9594735299182432,405264.70081756805
10000000.0,0.0007,7e-06,7.0,0.00012857142857142858,0.9615012138634478,384987.8613655222
10000000.0,0.0007,7e-06,7.0,0.00014285714285714287,0.9634227059831793,365772.9401682075
10000000.0,0.0007,7e-06,7.0,0.00015714285714285713,0.9652304007638024,347695.992361976
10000000.0,0.0007,7e-06,7.0,0.00017142857142857143,0.9669237319724518,330762.6802754815
10000000.0,0.0007,7e-06,7.0,0.00018571428571428572,0.9685059065705708,314940.9342942922
10000000.0,0.0007,7e-06,7.0,0.00019999999999999998,0.969982108086432,300178.9191356796
10000000.0,0.0007,7e-06,7.0,0.00021428571428571427,0.9713584749568056,286415.2504319439
10000000.0,0.0007,7e-06,7.0,0.00022857142857142857,0.972641507694155,273584.9230584497
10000000.0,0.0007,7e-06,7.0,0.00024285714285714286,0.9738377225241025,261622.774758975
10000000.0,0.0007,7e-06,7.0,0.00025714285714285715,0.9749534509182112,250465.49081788826
10000000.0,0.0007,7e-06,7.0,0.00027142857142857144,0.9759947273960248,240052.72603975225
10000000.0,0.0007,7e-06,7.0,0.00028571428571428574,0.9769672315154053,230327.6848459468
10000000.0,0.0007,7e-06,7.0,0.0003,0.9778762633612482,221237.36638751777
10000000.0,0.0007,7e-06,7.0,0.00031428571428571427,0.9787267397032308,212732.60296769236
10000000.0,0.0007,7e-06,7.0,0.00032857142857142856,0.9795232027346403,204767.9726535967
10000000.0,0.0007,7e-06,7.0,0.00034285714285714285,0.9802698362317661,197301.6376823389
10000000.0,0.0007,7e-06,7.0,0.00035714285714285714,0.9809704858170443,190295.1418295573
10000000.0,0.0007,7e-06,7.0,0.00037142857142857143,0.9816286811897919,183713.18810208148
10000000.0,0.0007,7e-06,7.0,0.0003857142857142857,0.9822476589547513,177523.41045248698
10000000.0,0.0007,7e-06,7.0,0.00039999999999999996,0.9828303851814191,171696.14818580926
10000000.0,0.0007,7e-06,7.0,0.00041428571428571426,0.9833795771594116,166204.228405884
10000000.0,0.0007,7e-06,7.0,0.00042857142857142855,0.9838977240356181,161022.7596438185
10000000.0,0.0007,7e-06,7.0,0.00044285714285714284,0.9843871061652496,156128.93834750398
10000000.0,0.0007,7e-06,7.0,0.00045714285714285713,0.9848498131055836,151501.86894416384
10000000.0,0.0007,7e-06,7.0,0.0004714285714285714,0.9852877602444071,147122.39755592882
10000000.0,0.0007,7e-06,7.0,0.0004857142857142857,0.9857027040956279,142972.9590437212
10000000.0,0.0007,7e-06,7.0,0.0005,0.986096256319562,139037.43680438006
10000000.0,0.0007,7e-06,7.0,0.0005142857142857143,0.9864698965399319,135301.0346006811
10000000.0,0.0007,7e-06,7.0,0.0005285714285714286,0.9868249840370416,131750.15962958446
10000000.0,0.0007,7e-06,7.0,0.0005428571428571429,0.9871627683992504,128372.31600749565
10000000.0,0.0007,7e-06,7.0,0.0005571428571428572,0.9874843992143773,125156.00785622749
10000000.0,0.0007,7e-06,7.0,0.0005714285714285715,0.9877909348801361,122090.6511986386
10000000.0,0.0007,7e-06,7.0,0.0005857142857142857,0.9880833506089332,119166.49391066848
10000000.0,0.0007,7e-06,7.0,0.0006,0.9883625456978472,116374.54302152795
10000000.0,0.0007,7e-06,7.0,0.0006142857142857142,0.9886293501297734,113706.49870226624
10000000.0,0.0007,7e-06,7.0,0.0006285714285714285,0.9888845305667532,111154.69433246816
10000000.0,0.0007,7e-06,7.0,0.0006428571428571428,0.989128795791632,108712.04208367957
10000000.0,0.0007,7e-06,7.0,0.0006571428571428571,0.9893628016494654,106371.9835053456
10000000.0,0.0007,7e-06,7.0,0.0006714285714285714,0.9895871555356275,104128.44464372518
10000000.0,0.0007,7e-06,7.0,0.0006857142857142857,0.9898024204733662,101975.79526633804
10000000.0,0.0007,7e-06,7.0,0.0007,0.9900091188196556,99908.81180344413
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0,0.0,0.0
30000000.0,0.0002,2.0000000000000003e-06,2.0,4.081632653061225e-06,0.9898045332888458,305864.001334627
30000000.0,0.0002,2.0000000000000003e-06,2.0,8.16326530612245e-06,0.9852125483470828,443623.5495875151
30000000.0,0.0002,2.0000000000000003e-06,2.0,1.2244897959183674e-05,0.9839428002848899,481715.99145330314
30000000.0,0.0002,2.0000000000000003e-06,2.0,1.63265306122449e-05,0.9834957076641845,495128.77007446554
30000000.0,0.0002,2.0000000000000003e-06,2.0,2.0408163265306126e-05,0.9833716095859709,498851.71242087247
30000000.0,0.0002,2.0000000000000003e-06,2.0,2.448979591836735e-05,0.9834041566450875,497875.3006473746
30000000.0,0.0002,2.0000000000000003e-06,2.0,2.8571428571428574e-05,0.983522224221338,494333.2733598616
30000000.0,0.0002,2.0000000000000003e-06,2.0,3.26530612244898e-05,0.9836903910521537,489288.2684353883
30000000.0,0.0002,2.0000000000000003e-06,2.0,3.673469387755102e-05,0.9838890989699571,483327.03090128605
30000000.0,0.0002,2.0000000000000003e-06,2.0,4.081632653061225e-05,0.9841067169811889,476798.490564333
30000000.0,0.0002,2.0000000000000003e-06,2.0,4.4897959183673474e-05,0.9843359341900889,469921.97429733264
30000000.0,0.0002,2.0000000000000003e-06,2.0,4.89795918367347e-05,0.9845719564018461,462841.30794461584
30000000.0,0.0002,2.0000000000000003e-06,2.0,5.3061224489795926e-05,0.9848115351878829,455653.94436351326
30000000.0,0.0002,2.0000000000000003e-06,2.0,5.714285714285715e-05,0.9850524131775135,448427.6046745961
30000000.0,0.0002,2.0000000000000003e-06,2.0,6.122448979591838e-05,0.9852929913327987,441210.2600160395
30000000.0,0.0002,2.0000000000000003e-06,2.0,6.53061224489796e-05,0.9855321210851685,434036.36744494434
30000000.0,0.0002,2.0000000000000003e-06,2.0,6.938775510204082e-05,0.9857689699167255,426930.9024982359
30000000.0,0.0002,2.0000000000000003e-06,2.0,7.346938775510205e-05,0.9860029318213173,419912.0453604821
30000000.0,0.0002,2.0000000000000003e-06,2.0,7.755102040816328e-05,0.9862335661079094,412993.0167627194
30000000.0,0.0002,2.0000000000000003e-06,2.0,8.16326530612245e-05,0.9864605546238898,406183.36128330545
30000000.0,0.0002,2.0000000000000003e-06,2.0,8.571428571428573e-05,0.9866836712559841,399489.8623204768
30000000.0,0.0002,2.0000000000000003e-06,2.0,8.979591836734695e-05,0.9869027598001193,392917.20599642035
30000000.0,0.0002,2.0000000000000003e-06,2.0,9.387755102040817e-05,0.9871177176511967,386468.4704640986
30000000.0,0.0002,2.0000000000000003e-06,2.0,9.79591836734694e-05,0.9873284836134854,380145.49159543944
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00010204081632653063,0.987535028676194,373949.1397141792
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00010612244897959185,0.9877373489543634,367879.5313690986
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00011020408163265307,0.9879354602322741,361936.1930317777
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0001142857142857143,0.9881293937074264,356118.18877720914
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00011836734693877552,0.9883191926440758,350424.2206777275
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00012244897959183676,0.9885049097229638,344852.7083110864
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00012653061224489798,0.9886866049289857,339401.8521304276
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0001306122448979592,0.9888643438581459,334069.6842556223
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00013469387755102042,0.9890381963539494,328854.1093815178
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00013877551020408165,0.9892082354045587,323752.9378632387
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00014285714285714287,0.9893745362477728,318763.91256681515
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0001469387755102041,0.9895371756426811,313884.73071956803
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0001510204081632653,0.9896962312757717,309113.06172685005
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00015510204081632656,0.9898517812760843,304446.56171747076
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00015918367346938778,0.9900039038192322,299882.88542303396
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.000163265306122449,0.9901526768041814,295419.69587455806
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00016734693877551023,0.9902981775898374,291054.6723048779
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00017142857142857145,0.9904404827809784,286785.5165706479
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00017551020408163267,0.9905796680550402,282609.9583487951
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0001795918367346939,0.9907158080228192,278525.7593154233
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00018367346938775512,0.9908489761174124,274530.7164776278
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00018775510204081634,0.990979244506713,270622.66479860875
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.00019183673469387756,0.9911066840255981,266799.4792320572
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0001959183673469388,0.9912313641245961,263059.07626211655
30000000.0,0.0002,2.0000000000000003e-06,2.0,0.0002,0.9913533528323661,259399.41502901577
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0,0.0,0.0
30000000.0,0.0002,2.0000000000000003e-06,4.5,4.081632653061225e-06,0.9773579994422849,679260.0167314544
30000000.0,0.0002,2.0000000000000003e-06,4.5,8.16326530612245e-06,0.9679769617458346,960691.1476249624
30000000.0,0.0002,2.0000000000000003e-06,4.5,1.2244897959183674e-05,0.9660726360765992,1017820.9177020236
30000000.0,0.0002,2.0000000000000003e-06,4.5,1.63265306122449e-05,0.9659562484099687,1021312.5477009377
30000000.0,0.0002,2.0000000000000003e-06,4.5,2.0408163265306126e-05,0.9664958016981291,1005125.9490561271
30000000.0,0.0002,2.0000000000000003e-06,4.5,2.448979591836735e-05,0.9673183366477845,980449.9005664635
30000000.0,0.0002,2.0000000000000003e-06,4.5,2.8571428571428574e-05,0.9682674298239569,951977.1052812942
30000000.0,0.0002,2.0000000000000003e-06,4.5,3.26530612244898e-05,0.9692675939173923,921972.1824782323
30000000.0,0.0002,2.0000000000000003e-06,4.5,3.673469387755102e-05,0.9702790986878981,891627.0393630577
30000000.0,0.0002,2.0000000000000003e-06,4.5,4.081632653061225e-05,0.9712799164476986,861602.5065690414
30000000.0,0.0002,2.0000000000000003e-06,4.5,4.4897959183673474e-05,0.9722575296362043,832274.110913872
30000000.0,0.0002,2.0000000000000003e-06,4.5,4.89795918367347e-05,0.9732048464485394,803854.6065438167
30000000.0,0.0002,2.0000000000000003e-06,4.5,5.3061224489795926e-05,0.974118011520549,776459.65438353
30000000.0,0.0002,2.0000000000000003e-06,4.5,5.714285714285715e-05,0.9749951633225359,750145.1003239234
30000000.0,0.0002,2.0000000000000003e-06,4.5,6.122448979591838e-05,0.9758356957672087,724929.1269837377
30000000.0,0.0002,2.0000000000000003e-06,4.5,6.53061224489796e-05,0.9766398028424794,700805.9147256174
30000000.0,0.0002,2.0000000000000003e-06,4.5,6.938775510204082e-05,0.9774081892185238,677754.3234442862
30000000.0,0.0002,2.0000000000000003e-06,4.5,7.346938775510205e-05,0.9781418818437541,655743.5446873782
30000000.0,0.0002,2.0000000000000003e-06,4.5,7.755102040816328e-05,0.978842104943516,634736.8516945207
30000000.0,0.0002,2.0000000000000003e-06,4.5,8.16326530612245e-05,0.97951019590176,614694.1229471992
30000000.0,0.0002,2.0000000000000003e-06,4.5,8.571428571428573e-05,0.9801475481126293,595573.5566211218
30000000.0,0.0002,2.0000000000000003e-06,4.5,8.979591836734695e-05,0.9807555719723343,577332.8408299705
30000000.0,0.0002,2.0000000000000003e-06,4.5,9.387755102040817e-05,0.9813356682739033,559929.9517829015
30000000.0,0.0002,2.0000000000000003e-06,4.5,9.79591836734694e-05,0.9818892101982422,543323.6940527352
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00010204081632653063,0.982417531329118,527474.0601264593
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00010612244897959185,0.9829219179252775,512342.462241675
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00011020408163265307,0.9834036042187679,497891.87343696196
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0001142857142857143,0.9838637698710955,484086.9038671358
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00011836734693877552,0.9843035389679661,470893.83096101775
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00012244897959183676,0.984723980106918,458280.5967924608
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00012653061224489798,0.9851261072546023,446216.7823619323
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0001306122448979592,0.9855108811378418,434673.56586474605
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00013469387755102042,0.9858792109955784,423623.6701326479
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00013877551020408165,0.9862319565646293,413041.3030611224
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00014285714285714287,0.9865699302057613,402902.0938271599
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0001469387755102041,0.986893899101394,393183.0269581793
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0001510204081632653,0.9872045874746611,383862.3757601667
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00015510204081632656,0.9875026787933124,374919.63620062685
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00015918367346938778,0.9877888179322409,366335.4620327719
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.000163265306122449,0.9880636132761621,358091.60171513696
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00016734693877551023,0.9883276387498,350170.8375059998
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00017142857142857145,0.9885814357673195,342556.9269804152
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00017551020408163267,0.9888255150960433,335234.54711870017
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0001795918367346939,0.9890603586319597,328189.2410412079
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00018367346938775512,0.9892864210863688,321407.36740893684
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00018775510204081634,0.9895041315843752,314876.0524687433
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.00019183673469387756,0.9897138951769235,308583.1446922938
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0001959183673469388,0.989916094268783,302517.1719365094
30000000.0,0.0002,2.0000000000000003e-06,4.5,0.0002,0.9901110899653824,296667.3010385268
30000000.0,0.0002,2.0000000000000003e-06,7.0,0.0,0.0,0.0
30000000.0,0.0002,2.0000000000000003e-06,7.0,4.081632653061225e-06,0.9652343391703684,1042969.8248889485
30000000.0,0.0002,2.0000000000000003e-06,7.0,8.16326530612245e-06,0.9520317715526971,1439046.853419086
30000000.0,0.0002,2.0000000000000003e-06,7.0,1.2244897959183674e-05,0.9503707985413803,1488876.0437585912
30000000.0,0.0002,2.0000000000000003e-06,7.0,1.63265306122449e-05,0.9513191013126275,1460426.960621174
30000000.0,0.0002,2.0000000000000003e-06,7.0,2.0408163265306126e-05,0.953119898670427,1406403.0398871896
30000000.0,0.0002,2.0000000000000003e-06,7.0,2.448979591836735e-05,0.9552090085990458,1343729.7420286264
30000000.0,0.0002,2.0000000000000003e-06,7.0,2.8571428571428574e-05,0.9573605255879415,1279184.2323617553
30000000.0,0.0002,2.0000000000000003e-06,7.0,3.26530612244898e-05,0.9594735299182432,1215794.1024527042
30000000.0,0.0002,2.0000000000000003e-06,7.0,3.673469387755102e-05,0.9615012138634478,1154963.5840965665
30000000.0,0.0002,2.0000000000000003e-06,7.0,4.081632653061225e-05,0.9634227059831793,1097318.8205046225
30000000.0,0.0002,2.0000000000000003e-06,7.0,4.4897959183673474e-05,0.9652304007638024,1043087.9770859281
30000000.0,0.0002,2.0000000000000003e-06,7.0,4.89795918367347e-05,0.9669237319724518,992288.0408264445
30000000.0,0.0002,2.0000000000000003e-06,7.0,5.3061224489795926e-05,0.9685059065705708,944822.8028828765
30000000.0,0.0002,2.0000000000000003e-06,7.0,5.714285714285715e-05,0.969982108086432,900536.7574070388
30000000.0,0.0002,2.0000000000000003e-06,7.0,6.122448979591838e-05,0.9713584749568056,859245.7512958318
30000000.0,0.0002,2.0000000000000003e-06,7.0,6.53061224489796e-05,0.972641507694155,820754.7691753492
30000000.0,0.0002,2.0000000000000003e-06,7.0,6.938775510204082e-05,0.9738377225241025,784868.324276925
30000000.0,0.0002,2.0000000000000003e-06,7.0,7.346938775510205e-05,0.9749534509182112,751396.4724536648
30000000.0,0.0002,2.0000000000000003e-06,7.0,7.755102040816328e-05,0.9759947273960248,720158.1781192567
30000000.0,0.0002,2.0000000000000003e-06,7.0,8.16326530612245e-05,0.9769672315154053,690983.0545378404
30000000.0,0.0002,2.0000000000000003e-06,7.0,8.571428571428573e-05,0.9778762633612482,663712.0991625533
30000000.0,0.0002,2.0000000000000003e-06,7.0,8.979591836734695e-05,0.9787267397032308,638197.808903077
30000000.0,0.0002,2.0000000000000003e-06,7.0,9.387755102040817e-05,0.9795232027346403,614303.9179607901
30000000.0,0.0002,2.0000000000000003e-06,7.0,9.79591836734694e-05,0.9802698362317661,591904.9130470166
30000000.0,0.0002,2.0000000000000003e-06,7.0,0.00010204081632653063,0.9809704858170443,570885.425488672
30000000.0,0.0002,2.0000000000000003e-06,7.0,0.00010612244897959185,0.9816286811897919,551139.5643062445
30000000.0,0.0002,2.0000000000000003e-06,7.0,0.00011020408163265307,0.9822476589547513,532570.231357461
30000000.0,0.0002,2.0000000000000003e-06,7.0,0.0001142857142857143,0.9828303851814191,515088.4445574278
30000000.0,0.0002,2.0000000000000003e-06,7.0,0.00011836734693877552,0.9833795771594116,498612.685217652
